area_type,availability,location,size,society,total_sqft,bath,balcony,price
Plot  Area,18 Months,Shivaji Nagar East 14,4 BHK,,1805,2,1,107.65
Plot  Area,Under Construction,Padegaon Central 2,2 BHK,Sunshine Towers,1022,3,2,40.84
Built-up  Area,Ready To Move,Nakshtrawadi East 5,3 BHK,Sai Residency,1150,5,2,65.89
Plot  Area,Immediate Possession,Seven Hills Sector 21,2 Bedroom,,991,4,1,59.64
Built-up  Area,Dec 2024,Padegaon South 41,2 Bedroom,Lake View,999,3,2,60.98
Carpet  Area,Ready To Move,Shahgunj Extension 34,3 BHK,Sai Residency,1101,3,1,62.76
Plot  Area,18 Months,Vedant Nagar Sector 45,4 BHK,Green Park,2513,5,1,134.92
Built-up  Area,Ready To Move,Padegaon North 3,1 BHK,Rose Garden,687,5,3,25.16
Carpet  Area,Dec 2024,Waluj MIDC West 59,2 BHK,Sunshine Towers,990,1,3,61.11
Carpet  Area,18 Months,Seven Hills Extension 32,5 BHK,Sunshine Towers,4667,3,2,186.53
Super built-up  Area,Under Construction,Hudco West 53,1 BHK,Green Park,675,5,3,35.84
Built-up  Area,Under Construction,CIDCO North 33,5 BHK,Sai Residency,4887,3,1,257.09
Plot  Area,Under Construction,Vedant Nagar Extension 40,3 Bedroom,Golden Nest,1569,2,0,61.29
Carpet  Area,Ready To Move,Seven Hills Enclave 23,2 Bedroom,Golden Nest,977,1,2,63.29
Carpet  Area,Ready To Move,Satara Area Extension 59,4 BHK,,2163,5,1,100.5
Carpet  Area,Dec 2024,Beed Bypass North 6,2 Bedroom,,925,2,1,33.23
Super built-up  Area,Immediate Possession,Garkheda East 2,4 BHK,Green Park,2623,2,1,114.34
Plot  Area,18 Months,Satara Area Extension 50,2 Bedroom,Green Park,902,3,2,34.56
Carpet  Area,Dec 2024,Hudco West 24,1 BHK,Rose Garden,768,2,1,42.23
Built-up  Area,Ready To Move,Seven Hills South 24,2 BHK,Sunshine Towers,1001,1,2,51.86
Carpet  Area,Immediate Possession,Beed Bypass East 16,4 BHK,Lake View,2708,2,0,128.42
Built-up  Area,18 Months,Nirala Bazaar East 56,4 BHK,Sai Residency,2999,3,2,117.67
Super built-up  Area,Immediate Possession,Kranti Chowk East 9,2 Bedroom,Sunshine Towers,1279,5,0,65.54
Carpet  Area,Immediate Possession,Pundlik Nagar South 34,3 Bedroom,,1615,3,0,73.38
Super built-up  Area,Under Construction,Usmanpura Enclave 54,3 Bedroom,Nilgiri Heights,1087,4,0,40.29
Plot  Area,Ready To Move,Padegaon Block 52,3 BHK,Golden Nest,1133,5,2,69.3
Plot  Area,Ready To Move,Vedant Nagar Sector 49,3 Bedroom,Sunshine Towers,1321,2,1,72.08
Carpet  Area,Dec 2024,Shahgunj Block 5,1 BHK,Sai Residency,641,1,1,40.64
Plot  Area,Dec 2024,Baijipura Block 23,2 Bedroom,Rose Garden,851,4,1,43.75
Plot  Area,18 Months,Cantonment Central 47,3 BHK,Lake View,1257,4,0,79.62
Built-up  Area,Ready To Move,Shendra MIDC North 50,2 BHK,,749,2,1,32.17
Super built-up  Area,18 Months,Cantonment Sector 57,4 BHK,Lake View,2694,2,0,127.07
Carpet  Area,Immediate Possession,Jalna Road North 17,3 BHK,Sai Residency,1005,5,0,61.47
Plot  Area,18 Months,Beed Bypass Block 23,3 Bedroom,Golden Nest,1441,2,2,57.21
Plot  Area,Dec 2024,Aurangpura West 3,4 BHK,Lake View,1743,3,3,63.54
Plot  Area,18 Months,Baijipura Phase 8,2 Bedroom,Green Park,732,5,2,44.89
Built-up  Area,Under Construction,Kranti Chowk Extension 45,2 Bedroom,Lake View,1266,3,2,47.41
Carpet  Area,Under Construction,Nakshtrawadi East 4,3 Bedroom,Rose Garden,1397,5,3,82.62
Carpet  Area,Under Construction,Pundlik Nagar Sector 46,2 BHK,Golden Nest,707,4,2,35.71
Built-up  Area,18 Months,Nirala Bazaar Block 8,5 BHK,Nilgiri Heights,3391,1,2,146.95
Carpet  Area,Dec 2024,Mukundwadi Enclave 46,3 BHK,Nilgiri Heights,1604,1,1,93.22
Plot  Area,Immediate Possession,CIDCO East 18,3 Bedroom,,1155,3,1,46.45
Built-up  Area,Dec 2024,Kranti Chowk South 59,1 BHK,,542,3,1,23.51
Plot  Area,18 Months,Waluj MIDC Block 27,3 BHK,Sunshine Towers,1060,4,1,64.18
Super built-up  Area,Ready To Move,Waluj MIDC Block 13,5 BHK,Sai Residency,3615,5,2,137.32
Super built-up  Area,Ready To Move,Padegaon Extension 50,3 BHK,Green Park,1019,4,2,45.54
Super built-up  Area,Under Construction,Beed Bypass North 31,2 Bedroom,,1292,3,0,61.58
Built-up  Area,Under Construction,Kranti Chowk North 32,2 BHK,Sunshine Towers,1011,2,3,61.09
Built-up  Area,Ready To Move,MGM Campus Phase 6,2 Bedroom,Sunshine Towers,1040,5,2,59.76
Built-up  Area,Immediate Possession,Shivaji Nagar East 34,3 BHK,,1203,4,0,48.3
Plot  Area,18 Months,Vedant Nagar South 12,4 BHK,Sunshine Towers,2442,5,2,127.63
Super built-up  Area,Under Construction,Shivaji Nagar Extension 46,1 BHK,Nilgiri Heights,666,2,2,40.83
Carpet  Area,Ready To Move,Usmanpura Phase 23,3 BHK,Nilgiri Heights,1656,1,0,87.45
Built-up  Area,18 Months,Waluj MIDC Sector 17,2 BHK,Rose Garden,1154,3,0,54.53
Built-up  Area,Ready To Move,Kranti Chowk Phase 57,2 BHK,Rose Garden,727,4,1,27.71
Built-up  Area,18 Months,MGM Campus Sector 52,2 BHK,Sai Residency,1066,2,1,50.92
Super built-up  Area,Dec 2024,Pundlik Nagar Extension 16,3 BHK,Nilgiri Heights,1242,3,1,52.57
Built-up  Area,18 Months,Beed Bypass Sector 17,3 Bedroom,Golden Nest,1505,1,3,72.82
Plot  Area,Under Construction,Hudco Block 2,3 Bedroom,,1294,3,1,75.99
Carpet  Area,Dec 2024,Usmanpura Extension 5,3 Bedroom,Green Park,1531,2,2,77.16
Carpet  Area,Under Construction,Satara Area North 54,1 BHK,Sunshine Towers,745,1,2,39.37
Carpet  Area,Ready To Move,Waluj MIDC Extension 40,2 BHK,,761,1,0,48.42
Plot  Area,18 Months,MGM Campus Extension 32,4 BHK,Nilgiri Heights,2978,4,2,106.84
Built-up  Area,Immediate Possession,Jalna Road West 45,3 Bedroom,Rose Garden,1658,1,3,104.35
Carpet  Area,Dec 2024,MGM Campus Sector 7,1 BHK,Sunshine Towers,595,3,0,24.65
Built-up  Area,18 Months,Harsul North 52,1 BHK,Sai Residency,615,5,0,38.45
Plot  Area,Ready To Move,Aurangpura Central 32,1 BHK,Sunshine Towers,615,3,1,24.69
Super built-up  Area,18 Months,Baijipura Phase 45,3 Bedroom,Sai Residency,1375,1,2,50.51
Super built-up  Area,Under Construction,Cantonment North 49,1 BHK,,437,4,3,22.36
Built-up  Area,Immediate Possession,Seven Hills South 37,3 BHK,Rose Garden,1157,2,3,65.39
Built-up  Area,Ready To Move,Cantonment West 28,3 BHK,Sai Residency,1546,3,3,87.41
Super built-up  Area,Dec 2024,Pundlik Nagar East 49,3 BHK,Nilgiri Heights,1740,4,3,78.46
Carpet  Area,Dec 2024,Garkheda West 43,2 BHK,,1119,2,1,41.26
Plot  Area,Immediate Possession,Shahgunj Sector 19,4 BHK,Sunshine Towers,2356,4,3,148.44
Super built-up  Area,18 Months,Padegaon Central 2,4 BHK,Green Park,1994,5,3,75.85
Carpet  Area,Immediate Possession,Garkheda West 5,4 BHK,Rose Garden,1620,5,2,98.42
Carpet  Area,Ready To Move,Vedant Nagar West 58,5 BHK,Sunshine Towers,4831,2,1,240.84
Built-up  Area,Immediate Possession,Pundlik Nagar Enclave 2,3 BHK,Golden Nest,1043,1,0,52.73
Carpet  Area,Ready To Move,Mukundwadi Enclave 43,2 Bedroom,Sunshine Towers,932,2,1,58.23
Carpet  Area,18 Months,Hudco Block 2,2 Bedroom,Rose Garden,1047,2,0,59.56
Plot  Area,Immediate Possession,Satara Area North 14,3 Bedroom,Rose Garden,1193,1,3,50.78
Carpet  Area,Ready To Move,Shahgunj North 37,5 BHK,Golden Nest,4952,1,2,292.65
Built-up  Area,Ready To Move,Pundlik Nagar Block 14,2 BHK,,1207,5,0,52.57
Plot  Area,Immediate Possession,Usmanpura West 14,2 Bedroom,Sai Residency,1267,5,2,49.04
Built-up  Area,Immediate Possession,Cantonment East 51,3 Bedroom,Golden Nest,1695,1,3,91.82
Built-up  Area,18 Months,Pundlik Nagar South 35,3 BHK,Rose Garden,1530,3,2,63.94
Built-up  Area,Under Construction,CIDCO North 37,4 BHK,Sunshine Towers,2647,3,2,104.68
Built-up  Area,Ready To Move,Cantonment Enclave 43,4 BHK,Sai Residency,2418,1,0,89.67
Super built-up  Area,Under Construction,Vedant Nagar East 31,3 Bedroom,Nilgiri Heights,1118,4,3,55.92
Super built-up  Area,Under Construction,Nakshtrawadi East 5,5 BHK,Rose Garden,2828,2,0,140.64
Built-up  Area,Under Construction,Baijipura South 35,2 BHK,Nilgiri Heights,792,4,3,44.49
Built-up  Area,Under Construction,Usmanpura Block 11,1 BHK,Rose Garden,724,2,0,45.2
Built-up  Area,Ready To Move,Vedant Nagar West 21,3 BHK,Rose Garden,1313,4,3,75.87
Built-up  Area,18 Months,Padegaon North 9,3 BHK,,1716,3,0,82.0
Super built-up  Area,18 Months,Shahgunj West 33,3 BHK,Rose Garden,1484,2,3,89.28
Plot  Area,Ready To Move,Paithan Road Sector 11,3 Bedroom,Nilgiri Heights,1399,1,3,53.01
Super built-up  Area,18 Months,Nakshtrawadi Central 41,5 BHK,,2575,2,1,98.75
Carpet  Area,Dec 2024,Padegaon Phase 38,3 BHK,Green Park,1667,1,1,59.39
Plot  Area,Under Construction,Kranti Chowk Central 50,2 BHK,Green Park,837,5,1,32.49
Built-up  Area,Ready To Move,Aurangpura Block 50,2 Bedroom,Rose Garden,849,3,0,55.0
Super built-up  Area,Under Construction,Mukundwadi West 34,3 Bedroom,,1369,1,3,67.46
Plot  Area,Dec 2024,Shivaji Nagar Enclave 12,2 Bedroom,Lake View,980,4,3,53.34
Super built-up  Area,Dec 2024,Shendra MIDC North 54,5 BHK,Rose Garden,3662,2,2,178.71
Super built-up  Area,18 Months,Cantonment East 54,3 Bedroom,Golden Nest,1056,3,1,61.82
Built-up  Area,Immediate Possession,Nakshtrawadi East 4,1 BHK,Lake View,687,1,1,30.21
Carpet  Area,Under Construction,Paithan Road South 3,3 BHK,Sunshine Towers,1114,3,3,65.9
Plot  Area,18 Months,Paithan Road Block 6,2 Bedroom,,891,2,2,32.31
Carpet  Area,Immediate Possession,Hudco Enclave 48,3 BHK,,1043,1,1,43.15
Built-up  Area,Under Construction,Shahgunj Extension 34,3 Bedroom,Golden Nest,1103,3,2,56.65
Plot  Area,18 Months,Garkheda South 47,2 Bedroom,Rose Garden,1233,1,1,79.18
Carpet  Area,Ready To Move,Kranti Chowk Block 52,1 BHK,Golden Nest,435,3,1,15.28
Super built-up  Area,Dec 2024,Usmanpura Extension 4,4 BHK,Golden Nest,2360,3,1,103.87
Super built-up  Area,Dec 2024,Baijipura Extension 52,3 BHK,Green Park,1643,4,3,80.66
Built-up  Area,Immediate Possession,MGM Campus East 39,5 BHK,Rose Garden,4066,2,2,252.7
Plot  Area,Under Construction,Shivaji Nagar North 52,3 Bedroom,Nilgiri Heights,1188,3,0,59.25
Built-up  Area,Dec 2024,Hudco Central 10,3 Bedroom,Golden Nest,1137,1,1,50.89
Carpet  Area,Dec 2024,Garkheda Block 36,1 BHK,Rose Garden,569,5,1,30.91
Super built-up  Area,Immediate Possession,Satara Area Block 39,3 Bedroom,Sai Residency,1466,3,0,67.92
Plot  Area,Immediate Possession,Shivaji Nagar Extension 17,1 BHK,Green Park,595,1,1,34.83
Super built-up  Area,Under Construction,MGM Campus West 2,2 Bedroom,Sunshine Towers,1237,5,3,68.89
Built-up  Area,Immediate Possession,Satara Area Central 20,2 Bedroom,Lake View,772,2,3,40.25
Plot  Area,18 Months,Vedant Nagar Extension 29,5 BHK,Rose Garden,2718,2,3,142.47
Plot  Area,Under Construction,Usmanpura North 46,3 Bedroom,,1540,1,3,64.09
Carpet  Area,Immediate Possession,Hudco Phase 29,1 BHK,Sai Residency,410,1,1,26.51
Carpet  Area,Ready To Move,Kranti Chowk Block 39,3 BHK,Nilgiri Heights,1370,2,3,61.9
Built-up  Area,Ready To Move,Pundlik Nagar Sector 6,4 BHK,Sunshine Towers,2743,3,0,167.06
Plot  Area,Under Construction,CIDCO Central 17,2 Bedroom,Green Park,1229,2,0,53.07
Super built-up  Area,Under Construction,Jalna Road East 23,4 BHK,Sai Residency,2852,1,3,141.06
Built-up  Area,Under Construction,Vedant Nagar Central 42,5 BHK,Rose Garden,4594,3,3,161.02
Plot  Area,Under Construction,Pundlik Nagar West 18,2 BHK,Sunshine Towers,872,2,0,48.97
Built-up  Area,18 Months,Waluj MIDC North 33,4 BHK,Nilgiri Heights,2802,2,3,170.52
Built-up  Area,Immediate Possession,Aurangpura North 40,2 Bedroom,Nilgiri Heights,920,1,1,59.47
Super built-up  Area,Ready To Move,Shendra MIDC South 55,2 Bedroom,Rose Garden,1088,1,1,41.05
Plot  Area,Ready To Move,Vedant Nagar Extension 27,2 Bedroom,Golden Nest,1235,1,0,62.0
Built-up  Area,Immediate Possession,Nakshtrawadi Sector 31,1 BHK,Sunshine Towers,456,3,0,17.72
Plot  Area,Dec 2024,Padegaon West 40,5 BHK,Sunshine Towers,4170,1,1,245.83
Built-up  Area,Ready To Move,MGM Campus Sector 52,3 Bedroom,,1680,1,0,103.19
Carpet  Area,Ready To Move,Vedant Nagar Phase 59,3 BHK,,1314,2,2,61.87
Carpet  Area,18 Months,Satara Area West 5,2 Bedroom,Lake View,1125,1,3,43.7
Carpet  Area,Dec 2024,Usmanpura Block 56,5 BHK,Golden Nest,2930,1,1,179.25
Carpet  Area,Ready To Move,Nirala Bazaar Block 8,4 BHK,Rose Garden,1609,3,2,101.91
Built-up  Area,Under Construction,Beed Bypass East 16,3 BHK,Rose Garden,1263,2,3,50.75
Super built-up  Area,Under Construction,Shendra MIDC Sector 34,3 Bedroom,,1690,3,3,61.31
Carpet  Area,Immediate Possession,Baijipura South 57,2 Bedroom,Sai Residency,709,4,3,37.35
Plot  Area,18 Months,Pundlik Nagar Central 43,2 BHK,Sunshine Towers,994,4,3,38.11
Carpet  Area,18 Months,Waluj MIDC South 18,3 Bedroom,Rose Garden,1689,4,3,72.28
Super built-up  Area,Immediate Possession,Shendra MIDC East 44,2 BHK,Nilgiri Heights,761,4,0,40.33
Super built-up  Area,Dec 2024,Aurangpura East 21,2 BHK,Lake View,706,4,1,35.82
Carpet  Area,18 Months,Pundlik Nagar Central 50,3 Bedroom,Rose Garden,1427,4,3,87.6
Super built-up  Area,Immediate Possession,Vedant Nagar Enclave 30,3 BHK,Sai Residency,1545,2,1,95.31
Super built-up  Area,Dec 2024,Pundlik Nagar Central 50,3 BHK,Nilgiri Heights,1527,2,0,63.55
Super built-up  Area,Under Construction,Padegaon Block 56,1 BHK,Nilgiri Heights,679,2,3,29.85
Super built-up  Area,Under Construction,Padegaon Extension 29,4 BHK,Nilgiri Heights,2257,4,0,81.65
Carpet  Area,Under Construction,Hudco Phase 20,1 BHK,Rose Garden,539,5,2,22.93
Carpet  Area,18 Months,Beed Bypass South 32,1 BHK,Sunshine Towers,779,3,3,33.44
Plot  Area,Dec 2024,Waluj MIDC Extension 56,1 BHK,,450,4,3,27.0
Super built-up  Area,Immediate Possession,Vedant Nagar Central 56,5 BHK,Sunshine Towers,4705,2,3,270.54
Built-up  Area,18 Months,Nakshtrawadi Enclave 23,4 BHK,Green Park,2532,2,1,141.74
Plot  Area,Under Construction,Hudco South 47,3 Bedroom,Rose Garden,1645,2,1,69.56
Super built-up  Area,Immediate Possession,Nirala Bazaar South 15,3 Bedroom,Sai Residency,1030,5,0,43.35
Super built-up  Area,Immediate Possession,Pundlik Nagar Enclave 2,2 BHK,Golden Nest,727,5,1,42.77
Built-up  Area,Immediate Possession,Kranti Chowk South 55,3 Bedroom,Nilgiri Heights,1062,1,2,63.18
Super built-up  Area,18 Months,Cantonment West 28,3 Bedroom,Golden Nest,1034,2,2,45.33
Plot  Area,Immediate Possession,Kranti Chowk Central 35,1 BHK,,631,4,0,22.65
Super built-up  Area,Under Construction,Nakshtrawadi South 56,3 Bedroom,Golden Nest,1014,2,3,59.86
Super built-up  Area,Immediate Possession,Nakshtrawadi Extension 50,2 Bedroom,Sunshine Towers,891,5,0,41.74
Super built-up  Area,Under Construction,Shendra MIDC East 1,5 BHK,Sunshine Towers,4376,4,2,170.38
Carpet  Area,Dec 2024,Seven Hills East 54,5 BHK,,2579,2,1,92.76
Built-up  Area,18 Months,Shahgunj West 47,4 BHK,Green Park,2460,2,1,98.28
Built-up  Area,Under Construction,Shivaji Nagar West 20,5 BHK,,4008,2,0,237.39
Built-up  Area,Ready To Move,Nirala Bazaar South 14,3 BHK,Golden Nest,1682,3,0,90.8
Plot  Area,Under Construction,CIDCO Phase 22,2 Bedroom,Sai Residency,766,1,0,31.95
Super built-up  Area,18 Months,Nirala Bazaar Block 8,3 BHK,Sunshine Towers,1344,4,0,64.06
Plot  Area,Dec 2024,Beed Bypass Central 2,3 BHK,,1271,5,3,74.68
Super built-up  Area,Immediate Possession,Satara Area North 54,3 Bedroom,Lake View,1655,3,0,60.21
Super built-up  Area,Dec 2024,Nirala Bazaar Phase 48,3 Bedroom,Nilgiri Heights,1595,1,3,67.06
Super built-up  Area,Immediate Possession,Paithan Road East 55,3 BHK,,1283,2,2,68.77
Plot  Area,Immediate Possession,Mukundwadi Phase 14,4 BHK,Sunshine Towers,1677,4,0,76.58
Super built-up  Area,Ready To Move,Shivaji Nagar East 34,3 BHK,Nilgiri Heights,1742,2,3,69.95
Built-up  Area,18 Months,Hudco Block 27,2 BHK,Sai Residency,849,3,0,33.85
Plot  Area,18 Months,Garkheda Enclave 37,2 BHK,Nilgiri Heights,772,5,2,42.1
Plot  Area,Under Construction,CIDCO East 25,2 BHK,Lake View,963,2,2,38.13
Super built-up  Area,Dec 2024,Garkheda West 43,2 Bedroom,Sunshine Towers,874,5,2,32.39
Plot  Area,Under Construction,Garkheda East 29,4 BHK,Green Park,2931,1,1,139.88
Super built-up  Area,Immediate Possession,Vedant Nagar Phase 54,4 BHK,Sunshine Towers,2379,3,1,113.62
Carpet  Area,Dec 2024,Garkheda Extension 33,5 BHK,,3950,3,2,187.61
Plot  Area,Ready To Move,Baijipura Sector 3,5 BHK,Golden Nest,3344,2,0,135.31
Built-up  Area,Ready To Move,Cantonment Central 47,3 BHK,Sunshine Towers,1617,1,3,88.23
Super built-up  Area,18 Months,Garkheda East 45,2 BHK,Rose Garden,703,5,3,28.81
Built-up  Area,Ready To Move,Nirala Bazaar Enclave 1,3 BHK,,1079,2,1,42.21
Carpet  Area,Dec 2024,MGM Campus West 46,5 BHK,Lake View,4695,5,2,290.14
Carpet  Area,18 Months,Beed Bypass Block 49,1 BHK,Golden Nest,463,2,1,29.33
Carpet  Area,18 Months,Harsul Central 15,1 BHK,Nilgiri Heights,655,2,2,24.5
Carpet  Area,18 Months,Satara Area Block 24,3 Bedroom,Nilgiri Heights,1789,2,2,111.52
Built-up  Area,18 Months,Nakshtrawadi Central 57,2 Bedroom,,990,1,2,64.11
Built-up  Area,Dec 2024,Vedant Nagar Enclave 28,5 BHK,Green Park,4281,5,2,190.96
Plot  Area,Ready To Move,Garkheda East 1,2 Bedroom,Golden Nest,821,5,2,38.21
Super built-up  Area,18 Months,Shivaji Nagar West 20,3 Bedroom,Rose Garden,1044,4,1,57.8
Built-up  Area,Immediate Possession,CIDCO Enclave 59,2 BHK,Rose Garden,1173,3,2,61.8
Plot  Area,Under Construction,Baijipura Block 1,2 Bedroom,Rose Garden,1172,5,1,56.92
Carpet  Area,18 Months,Hudco Enclave 48,2 Bedroom,Green Park,909,1,0,50.27
Plot  Area,18 Months,Cantonment Central 56,4 BHK,Nilgiri Heights,2612,4,3,137.79
Super built-up  Area,Dec 2024,Shahgunj South 8,3 Bedroom,Sai Residency,1675,3,1,70.56
Plot  Area,18 Months,Shendra MIDC Central 48,2 BHK,Golden Nest,824,3,1,41.39
Carpet  Area,18 Months,Harsul West 51,2 BHK,Sai Residency,1292,1,2,73.87
Built-up  Area,Immediate Possession,Padegaon Extension 35,3 BHK,Rose Garden,1782,5,2,81.9
Carpet  Area,18 Months,Shendra MIDC Central 51,2 BHK,Sai Residency,753,5,0,45.25
Carpet  Area,18 Months,Nirala Bazaar North 30,2 Bedroom,Sunshine Towers,911,4,1,40.85
Carpet  Area,Dec 2024,Nakshtrawadi Phase 43,2 BHK,Lake View,1030,5,1,61.3
Carpet  Area,Ready To Move,Garkheda East 29,4 BHK,Golden Nest,2875,4,2,161.67
Carpet  Area,Dec 2024,Kranti Chowk Sector 31,5 BHK,Golden Nest,4982,4,2,286.93
Carpet  Area,Under Construction,Nirala Bazaar North 30,1 BHK,Lake View,771,5,3,39.6
Plot  Area,Immediate Possession,Kranti Chowk Block 52,2 BHK,Lake View,1156,2,3,44.35
Plot  Area,Ready To Move,Hudco West 19,2 Bedroom,Lake View,989,3,2,36.34
Plot  Area,Immediate Possession,Shahgunj Central 59,4 BHK,Golden Nest,2911,5,1,107.59
Super built-up  Area,Dec 2024,Nirala Bazaar Sector 45,3 BHK,Sai Residency,1199,2,2,67.36
Carpet  Area,Dec 2024,Nirala Bazaar West 3,2 BHK,Golden Nest,1135,2,3,42.54
Super built-up  Area,Immediate Possession,Cantonment East 54,3 Bedroom,Sai Residency,1279,3,0,51.32
Carpet  Area,Immediate Possession,Shahgunj South 49,1 BHK,Green Park,799,4,2,41.09
Plot  Area,Dec 2024,Padegaon South 30,3 BHK,,1388,2,1,72.86
Super built-up  Area,Ready To Move,Cantonment North 23,2 BHK,Sai Residency,875,3,3,40.27
Super built-up  Area,Dec 2024,Baijipura North 16,3 Bedroom,Green Park,1626,5,1,71.56
Built-up  Area,18 Months,Nirala Bazaar South 12,3 BHK,Rose Garden,1230,2,3,59.59
Plot  Area,Under Construction,Garkheda Phase 48,5 BHK,Sunshine Towers,3783,4,3,171.91
Plot  Area,Immediate Possession,Jalna Road Sector 46,2 BHK,Golden Nest,784,1,3,47.52
Carpet  Area,Dec 2024,Cantonment Sector 14,3 BHK,Green Park,1214,4,2,78.44
Super built-up  Area,Immediate Possession,MGM Campus West 22,5 BHK,Sai Residency,3408,1,3,202.9
Plot  Area,Ready To Move,Vedant Nagar East 13,3 Bedroom,Sai Residency,1773,5,3,68.3
Plot  Area,Ready To Move,Shahgunj Central 40,2 BHK,Sunshine Towers,1093,3,0,59.1
Super built-up  Area,18 Months,Garkheda South 19,2 Bedroom,,1136,5,2,65.64
Super built-up  Area,Under Construction,Satara Area Phase 1,3 BHK,Sai Residency,1143,2,1,62.58
Carpet  Area,Immediate Possession,Garkheda West 3,2 BHK,Sunshine Towers,907,4,3,48.8
Built-up  Area,Immediate Possession,Nakshtrawadi East 52,3 BHK,Sunshine Towers,1009,4,1,41.78
Plot  Area,Dec 2024,CIDCO Enclave 34,3 Bedroom,Sai Residency,1552,2,1,55.85
Plot  Area,Immediate Possession,Shivaji Nagar Extension 46,4 BHK,,2812,1,1,142.34
Carpet  Area,Dec 2024,Shivaji Nagar Enclave 49,2 BHK,Golden Nest,787,3,1,43.4
Carpet  Area,18 Months,Harsul Extension 47,1 BHK,Rose Garden,748,4,2,30.55
Carpet  Area,Ready To Move,Vedant Nagar Phase 18,2 Bedroom,Green Park,1141,5,3,40.94
Built-up  Area,Ready To Move,Hudco East 26,3 Bedroom,Nilgiri Heights,1169,4,0,50.44
Carpet  Area,Under Construction,Paithan Road East 59,1 BHK,Nilgiri Heights,612,1,0,24.08
Plot  Area,Ready To Move,Padegaon Extension 47,1 BHK,Nilgiri Heights,610,2,2,31.02
Built-up  Area,Immediate Possession,Garkheda Extension 6,1 BHK,Green Park,626,4,1,34.42
Built-up  Area,Ready To Move,Cantonment Phase 9,3 BHK,Sunshine Towers,1249,5,1,62.89
Plot  Area,Ready To Move,Harsul West 51,1 BHK,,479,4,1,17.59
Carpet  Area,18 Months,Cantonment Sector 57,2 Bedroom,,1035,3,0,53.61
Super built-up  Area,Dec 2024,Vedant Nagar Extension 55,3 BHK,Lake View,1351,1,3,57.09
Built-up  Area,Under Construction,Mukundwadi West 15,5 BHK,Green Park,3808,3,1,232.86
Super built-up  Area,18 Months,Aurangpura Enclave 51,4 BHK,Lake View,2565,4,1,118.23
Super built-up  Area,18 Months,Satara Area Enclave 9,4 BHK,Sunshine Towers,2526,4,3,150.4
Built-up  Area,Dec 2024,Seven Hills Block 18,1 BHK,,417,3,3,24.29
Plot  Area,Ready To Move,Nirala Bazaar Sector 45,1 BHK,Sai Residency,604,3,0,24.19
Built-up  Area,Ready To Move,Garkheda Block 42,4 BHK,Lake View,2493,3,3,98.03
Super built-up  Area,Dec 2024,MGM Campus East 11,1 BHK,Nilgiri Heights,679,5,3,39.3
Plot  Area,Immediate Possession,Kranti Chowk North 8,3 Bedroom,Sunshine Towers,1725,5,0,94.74
Built-up  Area,Dec 2024,Kranti Chowk Sector 20,1 BHK,Sunshine Towers,500,1,3,23.77
Plot  Area,Under Construction,Waluj MIDC West 36,5 BHK,Green Park,4442,5,2,246.11
Carpet  Area,Ready To Move,Paithan Road Sector 11,3 Bedroom,,1549,4,2,73.91
