location,total_sqft,bath,price,bhk
Waluj MIDC Block 13,1319,3,65.45,3
Waluj MIDC Block 51,1182,2,52.14,2
Waluj MIDC Block 51,792,1,35.95,1
Waluj MIDC Block 51,1707,1,100.22,3
Waluj MIDC Central 7,1218,1,58.95,3
Waluj MIDC Central 7,874,2,35.57,2
Waluj MIDC Central 7,1291,3,60.99,2
Waluj MIDC Central 7,1220,3,58.71,3
Waluj MIDC Central 7,1764,1,93.52,3
Waluj MIDC East 16,4065,4,233.49,5
Waluj MIDC East 16,1652,2,71.68,3
Waluj MIDC Enclave 28,486,1,24.96,1
Waluj MIDC Enclave 28,1402,2,56.62,3
Waluj MIDC Enclave 28,1548,4,68.2,3
Waluj MIDC Enclave 28,1514,2,70.52,3
Waluj MIDC Enclave 28,1082,1,51.81,2
Waluj MIDC Enclave 28,1027,3,47.37,3
Waluj MIDC North 1,2856,4,122.73,5
Waluj MIDC North 1,2951,2,176.03,5
Waluj MIDC North 1,1466,1,75.07,3
Waluj MIDC North 1,4207,1,168.63,5
Waluj MIDC North 1,1638,3,74.42,3
Waluj MIDC North 1,1361,4,54.84,3
Waluj MIDC North 1,783,3,33.91,2
Waluj MIDC North 12,797,2,36.67,1
Waluj MIDC North 12,1397,3,73.23,3
Waluj MIDC North 12,3363,5,175.6,5
Waluj MIDC North 12,1141,1,66.53,2
Waluj MIDC North 12,1031,1,49.95,3
Waluj MIDC North 15,1260,2,64.67,3
Waluj MIDC North 15,1136,3,56.99,2
Waluj MIDC North 15,1112,3,63.49,2
Waluj MIDC North 15,1000,1,47.0,3
Waluj MIDC North 15,1789,3,89.75,3
Waluj MIDC North 15,4736,1,273.06,5
Waluj MIDC North 15,4554,1,248.35,5
Waluj MIDC North 15,1522,2,77.8,3
Waluj MIDC North 15,3826,3,187.56,5
Waluj MIDC North 48,739,2,39.33,1
Waluj MIDC North 48,2524,3,140.55,4
Waluj MIDC Phase 2,1037,3,42.85,2
Waluj MIDC Phase 2,714,3,28.77,2
Waluj MIDC Phase 2,822,3,33.45,2
Waluj MIDC Phase 2,2520,5,108.0,5
Waluj MIDC Phase 2,889,2,46.19,2
Waluj MIDC Phase 2,2199,4,99.8,4
Waluj MIDC Phase 55,1260,4,60.76,3
Waluj MIDC Phase 55,1171,1,51.15,2
Waluj MIDC Phase 55,1207,3,57.49,3
Waluj MIDC Phase 55,2986,4,132.56,4
Waluj MIDC Sector 14,895,1,40.97,2
Waluj MIDC Sector 14,707,2,40.77,2
Waluj MIDC Sector 14,3087,5,151.39,5
Waluj MIDC Sector 14,1169,4,54.83,3
Waluj MIDC Sector 17,1154,3,54.53,2
Waluj MIDC Sector 17,3923,2,186.67,5
Waluj MIDC Sector 17,2978,5,124.2,4
Waluj MIDC Sector 17,1959,2,94.94,4
Waluj MIDC Sector 17,2580,2,130.49,4
Waluj MIDC Sector 43,1010,1,43.37,3
Waluj MIDC Sector 43,1230,4,52.39,3
Waluj MIDC Sector 43,815,1,40.86,2
Waluj MIDC Sector 43,1289,3,55.59,2
Waluj MIDC Sector 43,1569,2,69.14,3
Waluj MIDC Sector 43,711,2,28.56,2
Waluj MIDC Sector 49,467,1,21.67,1
Waluj MIDC Sector 49,955,3,58.08,2
Waluj MIDC Sector 49,4335,3,239.6,5
Waluj MIDC Sector 49,1207,2,62.46,2
Waluj MIDC Sector 49,4081,1,239.33,5
Waluj MIDC South 18,405,1,22.59,1
Waluj MIDC South 18,3526,2,196.0,5
Waluj MIDC South 18,1649,3,78.52,3
Waluj MIDC South 18,1755,3,90.7,3
Waluj MIDC South 18,1248,1,61.36,2
Waluj MIDC South 18,1186,2,56.84,2
Waluj MIDC South 18,2688,2,131.65,4
Waluj MIDC West 19,1552,3,70.62,3
Waluj MIDC West 19,1074,2,60.52,3
Waluj MIDC West 19,950,1,51.07,2
Waluj MIDC West 19,1203,2,68.58,3
Waluj MIDC West 19,1260,3,71.34,2
other,3178,1,177.06,5
other,1193,3,67.9,2
other,3607,5,207.01,5
other,1538,2,85.57,3
other,794,1,45.63,1
other,774,1,32.64,1
other,1259,1,67.83,3
other,1116,2,64.07,3
other,4740,2,250.8,5
other,1638,2,84.58,3
other,797,2,40.1,2
other,751,2,43.94,1
other,404,1,17.92,1
other,1365,2,77.06,3
other,1436,2,72.45,3
other,2900,3,163.19,5
other,1266,1,72.71,2
other,1384,2,78.19,3
other,1723,4,93.98,3
other,989,2,51.32,2
other,4542,5,258.51,5
other,2829,4,160.61,4
other,1001,3,54.5,2
other,2265,2,129.67,4
other,812,2,46.61,2
other,4786,3,272.72,5
other,1666,4,90.8,3
other,2934,4,154.74,5
other,1838,4,103.49,4
other,956,1,51.62,2
other,1226,3,69.23,3
other,629,2,30.91,1
other,2534,1,132.09,4
other,3583,1,207.41,5
other,1193,3,60.33,2
other,2896,2,157.56,4
other,2334,3,127.57,4
other,516,1,29.3,1
other,1101,3,62.76,3
other,2513,5,134.92,4
other,4887,3,257.09,5
other,768,2,42.23,1
other,1321,2,72.08,3
other,2442,5,127.63,4
other,1531,2,77.16,3
other,1157,2,65.39,3
other,1043,1,52.73,3
other,1047,2,59.56,2
other,1103,3,56.65,3
other,1188,3,59.25,3
other,595,1,34.83,1
other,2718,2,142.47,5
other,872,2,48.97,2
other,679,2,29.85,1
other,4705,2,270.54,5
other,2532,2,141.74,4
other,1682,3,90.8,3
other,1283,2,68.77,3
other,1044,4,57.8,3
other,2875,4,161.67,4
other,4982,4,286.93,5
other,1093,3,59.1,2
other,1143,2,62.58,3
other,787,3,43.4,2
other,610,2,31.02,1
other,1035,3,53.61,2
other,500,1,23.77,1
other,4442,5,246.11,5
other,2791,1,154.13,5
other,1383,2,80.45,3
other,659,1,34.94,1
other,2857,5,153.15,4
other,857,1,47.61,2
other,2034,3,114.37,4
other,2262,3,126.98,4
other,2377,4,137.84,4
other,661,1,31.68,1
other,799,1,45.88,1
other,606,2,28.56,1
other,1618,3,88.29,3
other,2851,4,152.88,4
other,763,2,43.79,2
other,1196,1,62.8,2
other,1144,4,64.97,3
other,2838,1,148.8,4
other,2520,5,147.34,4
other,745,1,38.58,2
other,1463,1,81.94,3
other,582,2,32.86,1
other,1626,2,85.47,4
other,3397,3,198.46,5
other,3449,5,192.89,5
other,1734,2,96.15,3
other,703,1,35.2,1
other,1241,4,65.35,3
other,533,1,30.52,1
other,635,1,27.0,1
other,1969,2,102.6,4
other,870,1,45.76,2
other,2935,3,158.12,4
other,1116,3,62.25,3
other,3915,1,207.18,5
other,4520,3,234.0,5
other,1225,3,63.59,3
other,3373,5,195.38,5
other,2669,3,144.55,4
other,1087,3,63.72,3
other,1623,4,87.11,3
other,683,1,38.56,1
other,1308,3,73.74,3
other,1656,4,96.42,4
other,3956,5,223.17,5
other,913,3,50.11,2
other,787,1,33.49,1
other,1372,3,79.08,3
other,2294,1,134.38,4
other,897,3,50.3,2
other,2987,1,152.49,4
other,1470,2,73.86,3
other,1363,4,71.24,3
other,2692,2,150.39,4
other,1874,4,104.12,4
other,864,1,47.34,2
other,3395,3,192.02,5
other,1549,1,89.97,3
other,2747,5,149.31,4
other,3570,1,203.04,5
other,1688,4,87.03,3
other,4343,2,235.6,5
other,1740,1,94.58,3
other,1270,1,66.78,2
other,1760,4,90.11,3
other,3971,5,211.56,5
other,2530,2,134.8,4
other,1841,1,96.47,4
other,1597,1,92.97,3
other,2183,3,118.95,4
other,1072,4,61.42,3
other,1640,2,84.34,3
other,2569,4,136.79,5
other,1255,1,65.33,3
other,2344,2,136.5,4
other,4160,3,236.45,5
other,2847,5,166.7,4
other,1174,2,59.5,2
other,426,1,23.13,1
other,422,1,21.86,1
other,2806,5,147.38,4
other,1193,3,67.36,2
other,1099,4,55.8,3
other,1708,4,99.75,3
other,3848,1,196.41,5
other,699,2,30.3,1
other,2729,2,157.06,4
other,1929,5,100.2,4
other,2143,4,120.15,4
other,2441,2,127.02,4
other,2019,3,112.11,4
other,2436,3,131.24,4
other,436,1,21.83,1
other,532,1,27.4,1
other,3284,1,168.97,5
other,2318,2,117.43,4
other,1343,1,75.23,3
other,710,2,35.16,1
other,1229,4,72.01,3
other,1033,1,57.58,3
other,2515,2,140.86,4
other,1228,3,69.22,3
other,613,1,33.81,1
other,883,3,51.0,2
other,3125,1,173.37,5
other,586,1,29.67,1
other,455,1,20.91,1
other,781,3,44.46,2
other,3478,3,185.44,5
other,416,2,21.29,1
other,1021,2,57.63,2
other,1983,5,111.4,4
other,4854,5,281.17,5
other,4682,5,264.03,5
other,2987,5,165.9,4
other,1125,4,62.41,3
other,699,1,39.79,1
other,2753,5,138.13,5
other,2830,3,149.66,4
other,2760,4,152.41,4
other,2666,4,155.41,5
other,1495,3,87.42,3
other,3693,2,192.81,5
other,1423,4,75.19,3
other,1084,2,58.5,3
other,2702,1,156.7,4
other,1279,4,70.18,3
other,1233,3,62.44,3
other,2770,4,143.29,5
other,1173,3,60.65,3
other,1151,3,62.58,3
other,3570,4,184.58,5
other,648,2,35.2,1
other,1472,1,82.88,3
other,2641,2,150.42,4
other,547,1,25.34,1
other,1299,2,65.51,3
other,1711,3,96.39,3
other,2585,4,146.48,5
other,401,2,19.65,1
other,1730,3,94.44,3
other,3213,2,172.7,5
other,2784,5,143.79,4
other,2324,4,131.46,4
other,1612,2,93.47,3
other,866,1,50.43,2
other,1056,2,60.92,2
other,1068,1,53.81,3
other,3415,2,197.06,5
other,2562,5,145.83,5
other,1201,1,60.34,3
other,1677,1,88.86,3
other,2123,4,113.48,4
other,2190,2,128.42,4
other,3289,1,171.93,5
other,1482,4,84.78,3
other,1178,1,63.91,2
other,1550,1,90.72,3
other,481,1,25.69,1
other,837,2,47.05,2
other,658,1,37.42,1
other,551,1,28.09,1
other,1168,2,61.36,2
other,1226,4,66.84,3
other,1157,1,65.5,2
other,628,2,30.56,1
other,3517,3,194.42,5
other,1278,2,66.6,3
other,2754,5,144.82,4
other,609,2,29.32,1
other,2257,1,124.86,4
other,590,2,30.13,1
other,1637,4,83.79,3
other,2181,5,117.05,4
other,1899,4,109.27,4
other,3418,1,186.75,5
other,1678,1,89.05,3
other,1652,4,89.73,4
other,3662,1,190.23,5
other,853,2,44.34,2
other,965,3,50.47,2
other,3523,3,195.88,5
other,962,3,51.77,2
other,522,2,25.75,1
other,1212,1,61.36,2
other,1040,4,54.13,3
other,543,1,30.92,1
other,1205,1,62.06,2
other,558,1,27.72,1
other,1082,2,58.56,2
other,1279,1,73.3,3
other,2558,1,137.57,4
other,2578,5,137.56,5
other,1203,2,60.85,2
other,1356,3,78.76,3
other,2852,2,163.51,4
other,653,1,34.35,1
other,413,2,19.47,1
other,2525,4,141.12,4
other,1193,2,65.43,2
other,1662,4,89.39,3
other,1090,3,61.69,2
other,2554,3,128.2,4
other,2237,3,118.3,4
other,1728,2,94.94,3
other,1088,3,61.94,3
other,2444,2,140.29,4
other,1519,1,85.15,3
other,1299,1,74.28,3
other,985,2,56.06,2
other,1503,2,75.63,3
other,1649,2,86.88,4
other,4731,5,262.85,5
other,2454,1,127.62,4
other,1640,1,87.69,3
other,2684,2,142.61,5
other,994,2,57.58,2
other,1209,3,69.82,2
other,3800,2,214.39,5
other,1035,4,59.33,3
other,1261,4,66.06,3
other,2208,3,114.3,4
other,996,2,52.37,2
other,1388,3,75.45,3
other,863,1,43.75,2
other,2778,1,148.91,5
other,1115,2,57.04,3
other,2110,4,116.02,4
other,1348,1,73.97,3
other,2744,4,160.71,4
other,1517,4,85.34,3
other,1006,1,54.59,2
other,1407,2,79.11,3
other,1221,3,69.83,3
other,3971,1,230.02,5
other,1256,2,64.64,2
other,2904,2,168.85,4
other,1749,4,92.71,4
other,1774,3,99.12,3
other,3462,5,188.07,5
other,3239,4,170.25,5
other,799,1,40.45,2
other,3816,4,213.8,5
other,4431,5,233.59,5
other,4434,3,258.27,5
other,604,1,27.56,1
other,957,2,53.15,2
other,2694,2,144.99,4
other,1593,3,81.66,3
other,657,2,35.32,1
other,4420,3,252.98,5
other,3242,3,164.05,5
other,702,3,35.36,2
other,2106,4,112.25,4
other,2235,3,127.51,4
other,1266,1,65.24,3
other,1503,3,75.06,3
other,880,3,49.78,2
other,1197,3,66.42,2
other,4677,3,253.44,5
other,798,2,41.11,1
other,673,1,33.3,1
other,1127,2,58.5,3
other,2309,1,126.73,4
other,1209,1,62.34,3
other,1018,2,53.8,2
other,3705,2,190.5,5
other,1633,3,87.35,4
other,1996,3,100.38,4
other,4564,4,230.59,5
other,1339,4,75.39,3
other,503,1,29.46,1
other,1951,2,98.51,4
other,726,1,40.47,1
other,1172,3,68.36,3
other,609,2,28.46,1
other,3268,2,169.14,5
other,4731,3,276.02,5
other,2966,4,170.72,4
other,1045,4,58.77,3
other,588,1,30.65,1
other,4102,5,229.92,5
other,1095,2,56.67,2
other,413,2,19.36,1
other,1506,1,76.87,3
other,1291,3,71.99,3
other,1165,2,60.92,3
other,899,1,46.15,2
other,720,2,37.03,1
other,1904,3,108.15,4
other,1660,1,87.37,3
other,2562,5,138.68,4
other,777,2,42.93,2
other,3461,2,182.73,5
other,1747,3,99.02,3
other,773,2,39.8,2
other,1790,3,90.74,3
other,2695,1,140.16,5
other,1485,1,82.35,3
other,2718,2,139.34,4
other,1563,1,83.82,3
other,1469,3,73.99,3
other,3933,1,216.46,5
other,2317,4,119.51,4
other,1026,1,53.76,3
other,2593,2,142.61,5
other,1825,5,96.21,4
other,698,2,39.02,1
other,2560,5,139.47,5
other,410,2,23.09,1
other,2885,3,162.61,5
other,981,1,50.57,2
other,1292,1,72.3,2
other,720,1,38.34,1
other,1006,3,55.99,2
other,1347,3,73.49,3
other,2508,4,130.43,4
other,4938,5,287.32,5
other,1332,1,73.71,3
other,3816,1,192.82,5
other,3461,5,175.98,5
other,1622,2,88.05,3
other,746,1,38.6,2
other,766,2,44.39,1
other,746,1,37.89,2
other,2743,1,152.11,4
other,2308,1,122.61,4
other,1187,3,59.72,2
other,4511,4,239.0,5
other,1743,2,95.52,3
other,949,1,51.45,2
other,3758,5,208.68,5
other,1513,2,82.43,3
other,4103,4,230.75,5
other,2547,5,146.63,4
other,681,2,38.81,1
other,1620,3,87.62,3
other,2815,2,157.16,4
other,875,2,47.62,2
other,2720,1,139.2,4
other,2592,5,145.28,5
other,1196,1,68.57,3
other,1816,5,91.53,4
other,2542,1,131.73,4
other,1089,1,63.14,2
other,1490,1,82.75,3
other,1545,2,88.7,3
other,1253,1,71.48,3
other,4023,5,212.99,5
other,892,2,51.05,2
other,732,2,40.71,2
other,1054,1,57.33,2
other,506,2,24.22,1
other,482,1,23.36,1
other,2806,5,160.42,4
other,1658,3,91.86,3
other,1767,3,99.64,3
other,4601,4,249.46,5
other,1317,4,70.68,3
other,1043,4,57.1,3
other,4665,3,266.24,5
other,1841,2,93.85,4
other,464,2,23.97,1
other,3128,3,174.53,5
other,1116,4,61.03,3
other,2101,5,117.87,4
other,1112,1,61.11,3
other,4112,4,211.52,5
other,606,1,32.08,1
other,2111,2,106.53,4
other,3767,5,205.76,5
other,2350,2,134.28,4
other,4439,5,256.57,5
other,4360,1,227.29,5
other,1292,1,72.36,3
other,1625,3,88.05,3
other,3110,4,178.5,5
other,535,2,30.15,1
other,954,1,54.75,2
other,2617,5,152.77,4
other,3090,4,179.14,5
other,1874,4,108.63,4
other,1027,4,54.56,3
other,977,3,51.98,2
other,4208,4,228.5,5
other,2674,2,145.99,4
other,3919,3,206.48,5
other,2721,1,146.95,4
other,2504,4,138.24,5
other,1204,2,65.89,2
other,1163,4,60.78,3
other,1226,2,69.16,2
other,709,1,40.28,2
other,4346,5,224.72,5
other,2635,5,142.65,5
other,4630,4,271.38,5
other,1208,2,65.67,3
other,994,1,51.73,2
other,703,1,34.41,1
other,1565,2,89.79,3
other,2501,1,127.0,4
other,2255,4,114.77,4
other,4150,5,241.07,5
other,1196,2,60.38,2
other,1974,3,115.43,4
other,652,1,35.32,1
other,4713,1,243.6,5
other,1181,3,65.52,2
other,1720,3,91.37,3
other,863,2,47.57,2
other,1836,2,105.68,4
other,743,3,37.89,2
other,775,2,44.06,2
other,796,3,42.41,2
other,4986,1,287.26,5
other,1424,1,81.3,3
other,993,1,52.81,2
other,700,3,39.8,2
other,3416,4,187.19,5
other,1920,3,96.99,4
other,1127,4,65.09,3
other,2580,1,143.99,5
other,2530,1,138.27,4
other,1627,1,87.89,3
other,1942,4,101.17,4
other,2162,4,108.82,4
other,1558,1,86.06,3
other,1991,3,102.73,4
other,2197,5,113.04,4
other,3853,2,201.9,5
other,1584,4,92.78,3
other,3377,1,196.54,5
other,735,2,30.55,1
other,4483,2,239.37,5
other,1354,3,71.32,3
other,1599,3,80.92,3
other,1511,2,78.61,3
other,756,1,37.36,1
other,1552,3,79.59,3
other,753,1,42.32,2
other,3976,4,202.92,5
other,1334,2,72.64,3
other,1092,3,61.39,2
other,3113,1,159.58,5
other,1478,2,80.72,3
other,1566,2,80.5,3
other,2079,5,118.42,4
other,1075,3,61.13,3
other,1159,3,66.51,2
other,520,1,26.42,1
other,1006,2,50.8,2
other,2678,2,146.29,4
other,948,3,54.25,2
other,3892,4,211.23,5
other,1001,3,52.79,2
other,1765,5,98.01,4
other,751,1,38.69,2
other,1900,1,95.24,4
other,2806,4,150.32,4
other,4877,3,256.61,5
other,1298,2,73.36,3
other,1424,1,78.95,3
other,1743,4,93.54,3
other,3383,2,195.07,5
other,1053,2,61.03,2
other,4153,5,232.37,5
other,1435,2,77.11,3
other,642,2,37.06,1
other,690,1,33.11,1
other,1084,3,59.59,2
other,1021,1,54.91,2
other,1114,2,63.39,2
other,2837,2,154.67,5
other,1667,2,86.09,3
other,1676,2,92.84,3
other,751,1,40.76,2
other,2994,3,175.62,4
other,1004,1,55.38,2
other,2888,1,167.55,4
other,2318,4,132.57,4
other,2066,2,110.68,4
other,4643,4,269.45,5
other,4313,1,237.8,5
other,1180,2,66.28,2
other,1721,5,100.38,4
other,1146,2,64.11,3
other,1073,4,60.08,3
other,1210,1,63.16,3
other,1184,1,63.98,2
other,2902,4,154.52,4
other,854,3,44.44,2
other,1814,5,94.13,4
other,2849,3,165.52,4
other,544,1,24.25,1
other,2528,5,140.07,4
other,1109,4,59.24,3
other,3608,3,190.42,5
other,1232,4,67.69,3
other,4174,3,225.01,5
other,1742,4,94.33,3
other,1548,3,87.87,3
other,1246,3,69.69,2
other,706,3,36.39,2
other,486,2,25.88,1
other,423,1,20.55,1
other,1656,1,89.12,3
other,2901,5,161.08,4
other,786,2,40.06,1
other,777,2,42.96,1
other,725,2,33.46,1
other,1127,3,58.69,2
other,1376,4,78.93,3
other,453,2,23.81,1
other,651,2,30.24,1
other,1863,3,104.28,4
other,1534,4,84.81,3
other,1079,2,62.3,2
other,2096,1,117.49,4
other,2586,4,147.95,4
other,3752,2,191.81,5
other,2665,2,146.71,5
other,470,2,27.43,1
other,3989,5,210.26,5
other,2602,3,152.62,4
other,973,1,52.6,2
other,1737,4,93.33,4
other,1153,1,64.57,2
other,2526,5,134.49,4
other,1111,1,65.02,3
other,2517,5,146.14,4
other,3237,2,179.47,5
other,1189,3,69.14,3
other,483,2,23.91,1
other,895,2,51.65,2
other,405,1,17.94,1
other,1010,3,57.38,3
other,1756,2,93.17,3
other,929,1,53.92,2
other,2891,2,146.69,4
other,517,2,27.49,1
other,1079,1,56.49,2
other,1495,3,75.46,3
other,2794,1,152.54,5
other,1704,1,94.09,3
other,1661,3,88.71,3
other,1693,3,90.07,3
other,1800,3,96.42,4
other,1077,4,62.1,3
other,3181,1,182.93,5
other,1519,1,77.4,3
other,552,1,29.85,1
other,1154,4,61.51,3
other,2266,5,121.34,4
other,1528,1,86.76,3
other,449,1,23.89,1
other,1095,2,62.27,2
other,1247,2,70.32,2
other,1179,3,66.89,2
other,2343,4,131.44,4
other,967,2,50.41,2
other,1729,4,94.18,3
other,1075,2,56.69,3
other,1435,1,74.48,3
other,4181,5,231.48,5
other,2829,1,162.27,4
other,3077,2,159.85,5
other,1023,3,59.21,2
other,1157,1,62.39,2
other,1395,1,77.5,3
other,1224,2,67.26,3
other,3008,5,161.88,5
other,2694,3,140.98,4
other,2106,2,112.27,4
other,4175,2,216.73,5
other,1206,3,64.46,2
other,728,2,38.61,2
other,3819,3,197.96,5
other,1482,1,84.08,3
other,1489,2,76.09,3
other,484,2,21.57,1
other,1053,4,54.64,3
other,1874,2,94.47,4
other,1051,4,59.4,3
other,774,2,37.44,1
other,1251,3,72.39,3
other,1551,3,86.46,3
other,2614,3,135.18,4
other,1522,4,88.66,3
other,1616,2,88.75,3
other,1151,2,60.91,2
other,1717,3,90.1,4
other,3208,3,178.49,5
other,1294,1,70.51,3
other,839,3,42.74,2
other,1222,2,63.03,2
other,845,2,46.32,2
other,706,1,40.43,1
other,1195,1,63.23,2
other,4879,1,281.51,5
other,744,2,32.74,1
other,2042,2,116.82,4
other,1420,4,78.13,3
other,651,1,34.15,1
other,785,3,40.22,2
other,3586,2,197.93,5
other,1353,1,73.1,3
other,2386,5,139.94,4
other,1218,3,66.4,2
other,1400,1,74.2,3
other,962,2,54.06,2
other,2878,5,165.15,5
other,543,1,23.41,1
other,1166,2,66.61,3
other,1557,1,90.61,3
other,2935,4,161.81,4
other,2993,5,165.5,5
other,3611,1,196.49,5
other,755,2,40.39,2
other,1099,2,62.74,2
other,1261,1,69.16,3
other,1176,3,60.31,3
other,1787,2,97.61,3
other,1116,1,59.98,3
other,1733,3,88.17,4
other,674,2,37.43,1
other,1108,3,56.35,2
other,3563,5,181.13,5
other,732,2,34.04,1
other,2871,2,165.12,4
other,1111,1,56.03,2
other,4000,2,233.35,5
other,1765,3,98.75,4
other,592,1,29.0,1
other,1100,3,58.58,2
other,1167,3,61.52,3
other,2044,4,109.78,4
other,3203,4,183.14,5
other,1355,3,73.38,3
other,2554,3,149.39,4
other,721,2,34.08,1
other,697,2,35.35,1
other,946,2,51.96,2
other,4353,4,242.62,5
other,550,1,24.81,1
other,962,1,52.89,2
other,2880,4,148.99,4
other,1135,2,61.84,3
other,4993,4,289.08,5
other,594,1,33.21,1
other,771,2,42.68,2
other,2086,1,107.7,4
other,4997,2,254.98,5
other,2791,1,152.57,4
other,2916,3,156.35,5
other,758,2,33.87,1
other,4831,4,252.58,5
other,2412,2,126.62,4
other,1599,1,86.19,3
other,1242,3,63.61,3
other,2564,1,150.34,4
other,1484,2,79.29,3
other,1504,4,77.81,3
other,490,1,24.19,1
other,1223,3,67.03,2
other,1724,4,98.02,3
other,3139,2,166.48,5
other,1560,4,82.98,3
other,2253,4,125.77,4
other,2837,5,149.24,5
other,503,1,28.69,1
other,772,1,36.29,1
other,1540,1,80.93,3
other,4473,4,239.77,5
other,698,2,29.08,1
other,570,2,24.68,1
other,751,2,40.45,2
other,1723,2,86.8,3
other,1582,1,82.15,3
other,708,1,40.22,1
other,3222,3,179.57,5
other,1451,3,77.06,3
other,2659,2,136.39,5
other,1002,3,51.79,3
other,1562,3,79.64,3
other,640,2,35.02,1
other,2909,3,154.72,5
other,1943,1,108.88,4
other,4198,5,243.65,5
other,1329,4,66.45,3
other,1153,4,67.31,3
other,1187,1,63.28,3
other,709,3,38.7,2
other,673,1,38.69,1
other,682,2,28.4,1
other,977,3,52.25,2
other,1438,1,76.7,3
other,643,1,35.32,1
other,1124,2,59.89,2
other,1712,3,95.38,3
other,3627,1,194.17,5
other,1617,1,90.26,3
other,2909,2,167.97,4
other,1002,1,51.1,2
other,1212,1,66.92,3
other,1143,4,61.63,3
other,1311,1,75.73,3
other,1061,2,55.05,2
other,680,2,28.47,1
other,729,2,40.55,1
other,835,3,48.87,2
other,3599,2,204.69,5
other,3669,2,212.43,5
other,2819,5,160.8,4
other,938,1,52.8,2
other,4258,5,246.82,5
other,4609,1,248.52,5
other,1635,4,91.67,4
other,2469,3,140.82,4
other,698,2,31.97,1
other,3489,5,185.29,5
other,1685,1,88.16,3
other,1249,3,69.53,2
other,2238,3,113.18,4
other,425,2,21.54,1
other,1341,3,68.82,3
other,1508,4,83.2,3
other,1605,2,82.2,3
other,3423,1,198.57,5
other,4836,5,261.4,5
other,3104,2,181.46,5
other,907,1,47.14,2
other,1060,4,57.88,3
other,2850,4,158.24,4
other,590,2,25.44,1
other,1074,1,56.68,2
other,3025,4,173.97,5
other,1401,2,78.67,3
other,1653,1,89.78,4
other,620,1,26.06,1
other,544,2,29.49,1
other,3451,3,201.94,5
other,2593,5,133.97,5
other,1120,3,57.54,2
other,1802,1,97.6,4
other,524,1,26.27,1
other,1112,2,61.84,2
other,729,2,37.85,2
other,1627,2,93.07,3
other,878,1,45.86,2
other,1432,1,73.01,3
other,2361,3,138.08,4
other,1518,1,80.89,3
other,2669,5,138.5,4
other,2881,5,167.7,4
other,1676,2,84.18,3
other,1278,1,69.37,2
other,2990,1,165.54,4
other,1297,1,72.57,2
other,1681,4,86.22,4
other,1290,3,68.51,2
other,793,1,40.69,1
other,4381,2,221.91,5
other,1530,1,80.28,3
other,590,2,29.65,1
other,3199,2,169.23,5
other,1213,2,67.92,3
other,1729,1,99.02,3
other,2151,1,121.1,4
other,1987,3,116.17,4
other,3874,4,197.52,5
other,2787,5,153.21,4
other,1620,3,92.2,3
other,1034,1,58.37,3
other,3035,5,156.44,5
other,2574,3,137.8,5
other,1313,3,76.57,3
other,4767,3,242.09,5
other,2545,4,143.64,4
other,2794,5,153.26,5
other,4014,4,219.93,5
other,4616,2,235.82,5
other,3933,3,224.44,5
other,3176,2,174.83,5
other,1251,2,66.69,2
other,1467,4,75.6,3
other,1697,4,95.93,3
other,811,3,46.86,2
other,714,2,34.46,1
other,827,1,46.5,2
other,1249,1,72.97,2
other,4268,1,234.44,5
other,1226,3,65.34,3
other,1446,1,74.94,3
other,1040,2,57.62,3
other,2793,5,160.04,5
other,3195,5,185.64,5
other,3725,3,210.06,5
other,1656,4,95.57,3
other,457,1,23.21,1
other,1682,1,88.24,4
other,1614,5,91.98,4
other,2796,3,163.6,4
other,1233,3,68.89,3
other,2192,4,111.11,4
other,764,3,43.51,2
other,2761,3,143.12,4
other,861,3,43.56,2
other,1651,1,83.36,3
other,1387,2,73.15,3
other,2600,1,144.06,4
other,844,3,49.02,2
other,643,1,27.6,1
other,2751,4,157.46,5
other,2739,5,153.51,5
other,859,1,45.48,2
other,1227,1,65.53,2
other,1219,4,69.16,3
other,4339,3,235.13,5
other,1006,1,52.21,3
other,846,1,43.94,2
other,1620,2,85.07,3
other,772,3,39.16,2
other,2797,3,141.08,4
other,1415,1,74.19,3
other,869,3,48.23,2
other,639,1,26.57,1
other,718,1,37.24,2
other,1029,3,51.82,3
other,1081,3,58.58,3
other,1185,1,60.56,2
other,4609,2,258.67,5
other,3612,4,194.58,5
other,1652,1,93.0,3
other,3343,2,182.05,5
other,660,1,32.85,1
other,1649,1,92.78,3
other,2537,1,130.79,5
other,1062,2,53.21,3
other,960,3,50.8,2
other,1663,3,95.63,3
other,2717,5,142.49,5
other,628,1,29.54,1
other,2841,2,161.28,4
other,850,2,43.51,2
other,1241,2,64.24,2
other,684,2,36.68,1
other,2989,2,170.07,4
other,4772,2,239.57,5
other,589,2,30.27,1
other,678,2,37.26,1
other,1830,2,100.7,4
other,1498,4,87.39,3
other,1233,1,62.09,2
other,692,1,37.2,1
other,1799,4,100.95,3
other,1644,3,88.76,3
other,1941,1,104.53,4
other,4065,3,229.38,5
other,3939,3,227.32,5
other,597,1,31.07,1
other,923,3,47.71,2
other,1500,3,77.22,3
other,630,2,31.1,1
other,963,3,54.18,2
other,4153,3,212.61,5
other,4956,2,266.89,5
other,2821,4,153.53,4
other,2885,2,164.14,5
other,1257,3,69.76,3
other,2522,1,127.81,5
other,799,2,41.83,1
other,1617,2,88.58,3
other,1931,1,110.24,4
other,1037,1,56.96,2
other,1228,1,65.67,2
